Namespace(arch='vgg_small_1w1a', workers=4, epochs=1000, warm_up_epochs=16, start_epoch=0, batch_size=256, lr=0.1, momentum=0.9, weight_decay=0.0001, num_classes=10, seed=2023, dynamic_range=[0.8, 0.0], resume='', evaluate=False, save_dir='saveModel-004', print_freq=200, save_every=200)
Epoch	train_loss	val_loss	train_acc	val_acc	
676	0.016	0.342	99.619	91.096
677	0.016	0.355	99.609	90.755
678	0.016	0.367	99.607	90.184
679	0.016	0.330	99.609	90.905
680	0.015	0.340	99.635	90.925
681	0.015	0.369	99.619	90.515
682	0.015	0.341	99.629	91.266
683	0.015	0.346	99.637	91.076
684	0.015	0.324	99.661	91.316
685	0.015	0.371	99.629	90.605
686	0.015	0.349	99.639	91.266
687	0.013	0.376	99.710	90.936
688	0.013	0.343	99.712	91.386
689	0.013	0.328	99.738	90.855
690	0.014	0.344	99.702	91.256
691	0.014	0.363	99.681	90.976
692	0.014	0.365	99.700	90.495
693	0.014	0.357	99.661	90.905
694	0.012	0.376	99.732	90.495
695	0.013	0.343	99.742	91.086
696	0.013	0.332	99.696	90.885
697	0.013	0.320	99.728	91.456
698	0.013	0.328	99.732	91.146
699	0.013	0.331	99.734	91.316
700	0.013	0.313	99.730	91.436
701	0.013	0.335	99.752	91.286
702	0.013	0.328	99.728	91.156
703	0.013	0.335	99.748	91.667
704	0.011	0.337	99.770	90.996
705	0.011	0.319	99.782	91.667
706	0.014	0.326	99.694	91.436
707	0.014	0.346	99.661	90.825
708	0.013	0.333	99.750	90.986
